304,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,right,20,0,overtake,0,0
602,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,20,0,speed up,0,0
902,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,25,0,speed up,0,0
1202,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,right,30,0,overtake,0,0
1503,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,30,0,speed up,0,0
1804,speed=20-40TimeToCollision=0,speed=40-60TimeToCollision=0,left,35,0,speed up,0,0
2104,speed=40-60TimeToCollision=0,speed=40-60TimeToCollision=2,left,40,2,speed up,0,0
2405,speed=40-60TimeToCollision=2,speed=40-60TimeToCollision=1,left,45,1,speed up,0,0
2706,speed=40-60TimeToCollision=1,speed=40-60TimeToCollision=1,left,50,1,straight,0,0
3007,speed=40-60TimeToCollision=1,speed=0TimeToCollision=0,left,50,0,speed up,-100,-10
3306,speed=0TimeToCollision=0,speed=0-20TimeToCollision=0,left,0,0,speed up,0,0
3607,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,5,0,speed up,0,0
3907,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,right,10,0,overtake,0,0
4208,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,10,0,slow down,0,0
4509,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,right,5,0,overtake,0,0
4809,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,5,0,speed up,0,0
5110,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,10,0,speed up,0,0
5410,speed=0-20TimeToCollision=0,speed=20-40TimeToCollision=0,left,15,0,speed up,0,0
5711,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,right,20,0,overtake,0,0
6011,speed=20-40TimeToCollision=0,speed=0-20TimeToCollision=0,left,20,0,slow down,0,0
6312,speed=0-20TimeToCollision=0,speed=0TimeToCollision=0,left,15,0,stop,-100,-10
6613,speed=0TimeToCollision=0,speed=0-20TimeToCollision=0,left,0,0,speed up,0,0
6913,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,5,0,speed up,0,0
7215,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,10,0,speed up,0,0
7515,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,15,0,slow down,0,0
7816,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,10,0,slow down,0,0
8116,speed=0-20TimeToCollision=0,speed=0TimeToCollision=0,left,5,0,slow down,-100,-10
8417,speed=0TimeToCollision=0,speed=0TimeToCollision=0,right,0,0,overtake,-100,-10
8718,speed=0TimeToCollision=0,speed=0TimeToCollision=0,left,0,0,stop,-100,-10
9018,speed=0TimeToCollision=0,speed=0-20TimeToCollision=0,left,0,0,speed up,0,0
9319,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,right,5,0,overtake,0,0
9619,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,5,0,speed up,0,0
9920,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,10,0,speed up,0,0
10221,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,15,0,straight,0,0
10521,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,15,0,straight,0,0
10823,speed=0-20TimeToCollision=0,speed=20-40TimeToCollision=0,left,15,0,speed up,0,0
11124,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,20,0,speed up,0,0
11424,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,25,0,speed up,0,0
11725,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,30,0,slow down,0,0
12025,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,25,0,straight,0,0
12326,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,25,0,speed up,0,0
12627,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,30,0,slow down,0,0
12928,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,right,25,0,overtake,0,0
13228,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,25,0,speed up,0,0
13529,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,30,0,speed up,0,0
13830,speed=20-40TimeToCollision=0,speed=40-60TimeToCollision=0,left,35,0,speed up,0,0
14131,speed=40-60TimeToCollision=0,speed=40-60TimeToCollision=0,left,40,0,speed up,0,0
14431,speed=40-60TimeToCollision=0,speed=40-60TimeToCollision=0,left,45,0,straight,0,0
14732,speed=40-60TimeToCollision=0,speed=0TimeToCollision=0,left,45,0,stop,-100,-10
15032,speed=0TimeToCollision=0,speed=0-20TimeToCollision=0,left,0,0,speed up,0,0
15333,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,5,0,speed up,0,0
15633,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,10,0,straight,0,0
15934,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,10,0,speed up,0,0
16235,speed=0-20TimeToCollision=0,speed=0-20TimeToCollision=0,left,15,0,straight,0,0
16535,speed=0-20TimeToCollision=0,speed=20-40TimeToCollision=0,left,15,0,speed up,0,0
16836,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,20,0,speed up,0,0
17137,speed=20-40TimeToCollision=0,speed=20-40TimeToCollision=0,left,25,0,slow down,0,0
