state 0:  ["left","0"]
 	priority:1 -> actions: ["slow down","speed up","slow down","speed up","speed up","speed up","slow down"]
 	priority:1 -> actions: ["slow down","speed up","speed up","speed up","speed up","speed up","speed up","speed up","slow down","speed up","speed up","speed up","speed up","speed up"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","slow down"]
 	priority:1 -> actions: ["speed up","speed up","speed up","speed up","speed up","speed up","speed up","speed up"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","slow down","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","speed up","speed up","speed up","speed up","speed up","speed up","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","speed up"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","slow down","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","slow down","slow down","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","slow down","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","slow down","slow down"]
 	priority:1 -> actions: ["slow down","speed up","slow down","speed up"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","slow down","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up"]
 	priority:1 -> actions: ["speed up","speed up","speed up","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","slow down","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["stop","speed up","speed up","speed up","speed up","speed up","speed up"]
 	priority:1 -> actions: ["slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","speed up","speed up","speed up","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","speed up","speed up","speed up"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","speed up"]
 	priority:1 -> actions: ["speed up","speed up","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","slow down","slow down","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","speed up","speed up","speed up","speed up","speed up","speed up","speed up","speed up","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["stop","speed up","speed up","speed up","speed up","speed up","speed up","speed up","speed up","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","stop","speed up"]
 	priority:1 -> actions: ["slow down","speed up","speed up","speed up","stop","speed up","slow down","speed up","speed up","speed up","straight","straight","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","slow down","straight","speed up","slow down","speed up","straight","speed up","straight","speed up","speed up","speed up","speed up","speed up","speed up","speed up","slow down","slow down","speed up","speed up","speed up"]
 	priority:1 -> actions: ["slow down","speed up"]
 	priority:1 -> actions: ["slow down","speed up","speed up","speed up","speed up","speed up","speed up","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","speed up","slow down","speed up","slow down","speed up"]
 	priority:1 -> actions: ["slow down","slow down","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","slow down","slow down","slow down","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","speed up","speed up","speed up","speed up","speed up","speed up","speed up","speed up","speed up","speed up","speed up"]
 	priority:1 -> actions: ["slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","slow down","slow down","slow down","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","speed up"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","slow down","slow down","slow down","slow down"]
 	priority:1 -> actions: ["speed up","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","speed up","speed up","speed up"]
 	priority:1 -> actions: ["slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up"]
 	priority:1 -> actions: ["slow down","slow down","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","speed up","speed up","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","speed up","speed up"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","speed up","speed up","speed up","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","slow down","slow down","speed up","slow down","speed up"]
 	priority:1 -> actions: ["slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","speed up","speed up"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","speed up","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","slow down","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","speed up","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","speed up","speed up","speed up","speed up","speed up","speed up","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up","slow down","speed up","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["speed up","slow down","slow down","slow down","slow down","slow down","slow down","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down","speed up","slow down"]
 	priority:1 -> actions: ["slow down","slow down","slow down"]
 	
state 1:  ["right","0"]
 	priority:299 -> actions: ["overtake"]
 	priority:2 -> actions: ["overtake","overtake"]
 	
state 2:  ["left","2"]
 	priority:124 -> actions: ["speed up","slow down"]
 	priority:78 -> actions: ["speed up"]
 	priority:46 -> actions: ["slow down","straight"]
 	priority:19 -> actions: ["speed up","straight"]
 	priority:17 -> actions: ["speed up","slow down","straight"]
 	priority:5 -> actions: ["slow down","slow down","slow down"]
 	priority:4 -> actions: ["speed up","slow down","slow down"]
 	priority:2 -> actions: ["slow down","slow down","slow down","slow down","slow down"]
 	priority:2 -> actions: ["slow down","slow down","slow down","slow down"]
 	priority:2 -> actions: ["speed up","slow down","slow down","slow down","slow down"]
 	priority:1 -> actions: ["speed up","slow down","straight","slow down"]
 	priority:1 -> actions: ["speed up","slow down","slow down","slow down","straight"]
 	priority:1 -> actions: ["slow down","slow down","straight"]
 	priority:1 -> actions: ["slow down"]
 	
state 3:  ["left","1"]
 	priority:224 -> actions: ["straight"]
 	priority:55 -> actions: ["slow down"]
 	priority:18 -> actions: ["speed up"]
 	priority:3 -> actions: ["straight","speed up"]
 	priority:1 -> actions: ["speed up","slow down","slow down"]
 	priority:1 -> actions: ["speed up","slow down","speed up"]
 	priority:1 -> actions: ["speed up","straight"]
 	priority:1 -> actions: ["slow down","slow down"]
 	
state 4:  ["right","1"]
 	priority:182 -> actions: ["overtake"]
 	priority:115 -> actions: ["overtake","overtake"]
 	
